Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
"2052,10087428508",Camion.34915,Model,1412.CambiarVelocidad55,[Begin],Process 'CambiarVelocidad55' started.
"2052,10087428508",Camion.34915,Model,1412.CambiarVelocidad55,[Assign] Assign,Assigning state variable 'Camion.34915.DesiredSpeed' the value '55' Meters per Hour.
"2052,10087428508",Camion.34915,Model,1412.CambiarVelocidad55,[End],Process 'CambiarVelocidad55' ended.
"2052,10087428508",Camion.34915,TransferNode154,454.OnExited,[End],Process 'TransferNode154.OnExited' ended.
"2052,10096034508",Camion.34975,BrightN12_1,454.OnReachedEnd,[Begin],Process 'BrightN12_1.OnReachedEnd' started.
"2052,10096034508",Camion.34975,BrightN12_1,454.OnReachedEnd,[Transfer] FromPath,Entity 'Camion.34975' initiating transfer from '[EndOfLink] BrightN12_1' into node 'PaperNo12'.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[Begin],Process 'PaperNo12.OnEntered' started.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[Fire] EnteredEvent,Firing event 'PaperNo12.Entered'.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[Execute] Entered_AddOnProcess,Executing process 'VerificarSiDescargaPaper'.
"2052,10096034508",Camion.34975,Model,1689.VerificarSiDescargaPaper,[Begin],Process 'VerificarSiDescargaPaper' started.
"2052,10096034508",Camion.34975,Model,1689.VerificarSiDescargaPaper,[Decide] Decide1,Token branching on condition 'SequenceTable3[k].Sequence == TransferNode'.
"2052,10096034508",Camion.34975,Model,1689.VerificarSiDescargaPaper,[Decide] Decide1,Token sent to 'False' exit.
"2052,10096034508",Camion.34975,Model,1689.VerificarSiDescargaPaper,[End],Process 'VerificarSiDescargaPaper' ended.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[Decide] IfTransporter,Token sent to 'False' exit.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[Execute] RoutingOutLogic,Executing process 'PaperNo12.RoutingOutLogic'.
"2052,10096034508",Camion.34975,PaperNo12,1689.RoutingOutLogic,[Begin],Process 'PaperNo12.RoutingOutLogic' started.
"2052,10096034508",Camion.34975,PaperNo12,1689.RoutingOutLogic,[SetNode] EntityDestination,Destination node of entity 'Camion.34975' set to value 'No Destination'.
"2052,10096034508",Camion.34975,PaperNo12,1689.RoutingOutLogic,[End],Process 'PaperNo12.RoutingOutLogic' ended.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[Transfer] ToOutboundLink,Entity 'Camion.34975' initiating transfer from '[Node] PaperNo12' onto link 'BrightN11_1'.
"2052,10096034508",Camion.34975,BrightN11_1,1689.OnEntered,[Begin],Process 'BrightN11_1.OnEntered' started.
"2052,10096034508",Camion.34975,BrightN11_1,1689.OnEntered,[EndTransfer] OntoPath,Entity 'Camion.34975' ending transfer onto link 'BrightN11_1'.
"2052,10096034508",Camion.34975,BrightN11_1,1689.OnEntered,[End],Process 'BrightN11_1.OnEntered' ended.
"2052,10096034508",Camion.34975,BrightN12_1,454.OnReachedEnd,[End],Process 'BrightN12_1.OnReachedEnd' ended.
"2052,10096034508",Camion.34975,PaperNo12,1412.OnEntered,[End],Process 'PaperNo12.OnEntered' ended.
"2052,10155555556",Camion.35004,Path76,1412.OnReachedEnd,[Begin],Process 'Path76.OnReachedEnd' started.
"2052,10155555556",Camion.35004,Path76,1412.OnReachedEnd,[Transfer] FromPath,Entity 'Camion.35004' initiating transfer from '[EndOfLink] Path76' into node 'Input@BrightPesajeEntrada'.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,454.OnEnteredToAssociatedObject,[Begin],Process 'Input@BrightPesajeEntrada.OnEnteredToAssociatedObject' started.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,454.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@BrightPesajeEntrada.Entered'.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,454.OnEnteredToAssociatedObject,[Execute] Entered_AddOnProcess,Executing process 'ProcessBright'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Begin],Process 'ProcessBright' started.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > (13 * (120000 / 14))'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 12 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 11 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 10 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 9 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 8 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 7 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 6 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 5 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 4 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 3 * (120000 / 14)'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Decide] Decide1,Token sent to 'True' exit.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[Assign] Assign14,Assigning state variable 'Model.i' the value '4'.
"2052,10155555556",Camion.35004,Model,1689.ProcessBright,[End],Process 'ProcessBright' ended.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,454.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Camion.35004' initiating transfer from '[Node] Input@BrightPesajeEntrada' into object 'BrightPesajeEntrada'.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,454.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Camion.35004' initiating transfer from '[Node] Input@BrightPesajeEntrada' into station location 'BrightPesajeEntrada.InputBuffer'.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,1689.OnEnteredInputBuffer,[Begin],Process 'BrightPesajeEntrada.OnEnteredInputBuffer' started.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,1689.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Camion.35004' ending transfer into station 'BrightPesajeEntrada.InputBuffer'.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,262.OnExited,[Begin],Process 'Input@BrightPesajeEntrada.OnExited' started.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,262.OnExited,[Fire] ExitedEvent,Firing event 'Input@BrightPesajeEntrada.Exited'.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,262.OnExited,[End],Process 'Input@BrightPesajeEntrada.OnExited' ended.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,1689.OnEnteredInputBuffer,[Seize] Server,Attempting to seize resource(s) on behalf of object 'Camion.35004'.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,1689.OnEnteredInputBuffer,[Seize] Server,Object 'Camion.35004' seized '1' capacity unit(s) of resource 'BrightPesajeEntrada'.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,1689.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'Camion.35004' initiating transfer from '[Station] BrightPesajeEntrada.InputBuffer' into station location 'BrightPesajeEntrada.Processing'.
"2052,10155555556",Camion.35004,Path76,1412.OnReachedEnd,[End],Process 'Path76.OnReachedEnd' ended.
"2052,10155555556",Camion.35004,Input@BrightPesajeEntrada,454.OnEnteredToAssociatedObject,[End],Process 'Input@BrightPesajeEntrada.OnEnteredToAssociatedObject' ended.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,262.OnEnteredProcessing,[Begin],Process 'BrightPesajeEntrada.OnEnteredProcessing' started.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,262.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Camion.35004' ending transfer into station 'BrightPesajeEntrada.Processing'.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,262.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,262.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token sent to 'True' exit.
"2052,10155555556",Camion.35004,BrightPesajeEntrada,262.OnEnteredProcessing,[Delay] ProcessingTime,"Delaying token for '0,0427484605262822' Hours until time '2052,14430401608' Hours."
"2052,10155555556",Camion.35004,BrightPesajeEntrada,1689.OnEnteredInputBuffer,[End],Process 'BrightPesajeEntrada.OnEnteredInputBuffer' ended.
"2052,10164239891",Camion.34943,TransferNode27,1689.OnExited,[Begin],Process 'TransferNode27.OnExited' started.
"2052,10164239891",Camion.34943,TransferNode27,1689.OnExited,[Fire] ExitedEvent,Firing event 'TransferNode27.Exited'.
"2052,10164239891",Camion.34943,TransferNode27,1689.OnExited,[End],Process 'TransferNode27.OnExited' ended.
"2052,10248779858",Camion.34951,Path448,1689.OnReachedEnd,[Begin],Process 'Path448.OnReachedEnd' started.
"2052,10248779858",Camion.34951,Path448,1689.OnReachedEnd,[Transfer] FromPath,Entity 'Camion.34951' initiating transfer from '[EndOfLink] Path448' into node 'TransferNode46'.
"2052,10248779858",Camion.34951,TransferNode46,454.OnEntered,[Begin],Process 'TransferNode46.OnEntered' started.
"2052,10248779858",Camion.34951,TransferNode46,454.OnEntered,[Fire] EnteredEvent,Firing event 'TransferNode46.Entered'.
"2052,10248779858",Camion.34951,TransferNode46,454.OnEntered,[Transfer] ToOutboundLink,Entity 'Camion.34951' initiating transfer from '[Node] TransferNode46' onto link 'Path451'.
"2052,10248779858",Camion.34951,Path451,1412.OnEntered,[Begin],Process 'Path451.OnEntered' started.
"2052,10248779858",Camion.34951,Path451,1412.OnEntered,[EndTransfer] OntoPath,Entity 'Camion.34951' ending transfer onto link 'Path451'.
"2052,10248779858",Camion.34951,Path451,1412.OnEntered,[End],Process 'Path451.OnEntered' ended.
"2052,10248779858",Camion.34951,Path448,1689.OnReachedEnd,[End],Process 'Path448.OnReachedEnd' ended.
"2052,10248779858",Camion.34951,TransferNode46,454.OnEntered,[End],Process 'TransferNode46.OnEntered' ended.
"2052,10285224777",Camion.34967,Path290_1,454.OnReachedEnd,[Begin],Process 'Path290_1.OnReachedEnd' started.
"2052,10285224777",Camion.34967,Path290_1,454.OnReachedEnd,[Transfer] FromPath,Entity 'Camion.34967' initiating transfer from '[EndOfLink] Path290_1' into node 'TransferNode134_1'.
"2052,10285224777",Camion.34967,TransferNode134_1,1689.OnEntered,[Begin],Process 'TransferNode134_1.OnEntered' started.
"2052,10285224777",Camion.34967,TransferNode134_1,1689.OnEntered,[Fire] EnteredEvent,Firing event 'TransferNode134_1.Entered'.
"2052,10285224777",Camion.34967,TransferNode134_1,1689.OnEntered,[Transfer] ToOutboundLink,Entity 'Camion.34967' initiating transfer from '[Node] TransferNode134_1' onto link 'Path298_1'.
"2052,10285224777",Camion.34967,Path298_1,1412.OnEntered,[Begin],Process 'Path298_1.OnEntered' started.
"2052,10285224777",Camion.34967,Path298_1,1412.OnEntered,[EndTransfer] OntoPath,Entity 'Camion.34967' ending transfer onto link 'Path298_1'.
"2052,10285224777",Camion.34967,Path298_1,1412.OnEntered,[End],Process 'Path298_1.OnEntered' ended.
"2052,10285224777",Camion.34967,Path290_1,454.OnReachedEnd,[End],Process 'Path290_1.OnReachedEnd' ended.
"2052,10285224777",Camion.34967,TransferNode134_1,1689.OnEntered,[End],Process 'TransferNode134_1.OnEntered' ended.
"2052,1034853849",Camion.34976,Output@PaperPesajeEntrad,1689.OnExited,[Begin],Process 'Output@PaperPesajeEntrad.OnExited' started.
"2052,1034853849",Camion.34976,Output@PaperPesajeEntrad,1689.OnExited,[Fire] ExitedEvent,Firing event 'Output@PaperPesajeEntrad.Exited'.
"2052,1034853849",Camion.34976,Output@PaperPesajeEntrad,1689.OnExited,[End],Process 'Output@PaperPesajeEntrad.OnExited' ended.
"2052,10369179364",Camion.35019,BrightNo12,1689.OnExited,[Begin],Process 'BrightNo12.OnExited' started.
"2052,10369179364",Camion.35019,BrightNo12,1689.OnExited,[Fire] ExitedEvent,Firing event 'BrightNo12.Exited'.
"2052,10369179364",Camion.35019,BrightNo12,1689.OnExited,[End],Process 'BrightNo12.OnExited' ended.
"2052,10384919183",Camion.34968,Path347,1689.OnReachedEnd,[Begin],Process 'Path347.OnReachedEnd' started.
"2052,10384919183",Camion.34968,Path347,1689.OnReachedEnd,[Transfer] FromPath,Entity 'Camion.34968' initiating transfer from '[EndOfLink] Path347' into node 'TransferNode26'.
"2052,10384919183",Camion.34968,TransferNode26,454.OnEntered,[Begin],Process 'TransferNode26.OnEntered' started.
"2052,10384919183",Camion.34968,TransferNode26,454.OnEntered,[Fire] EnteredEvent,Firing event 'TransferNode26.Entered'.
"2052,10384919183",Camion.34968,TransferNode26,454.OnEntered,[Transfer] ToOutboundLink,Entity 'Camion.34968' initiating transfer from '[Node] TransferNode26' onto link 'Path349'.
"2052,10384919183",Camion.34968,Path349,1412.OnEntered,[Begin],Process 'Path349.OnEntered' started.
"2052,10384919183",Camion.34968,Path349,1412.OnEntered,[EndTransfer] OntoPath,Entity 'Camion.34968' ending transfer onto link 'Path349'.
"2052,10384919183",Camion.34968,Path349,1412.OnEntered,[End],Process 'Path349.OnEntered' ended.
"2052,10384919183",Camion.34968,Path347,1689.OnReachedEnd,[End],Process 'Path347.OnReachedEnd' ended.
"2052,10384919183",Camion.34968,TransferNode26,454.OnEntered,[End],Process 'TransferNode26.OnEntered' ended.
"2052,10488888889",Camion.35005,Path76,454.OnReachedEnd,[Begin],Process 'Path76.OnReachedEnd' started.
"2052,10488888889",Camion.35005,Path76,454.OnReachedEnd,[Transfer] FromPath,Entity 'Camion.35005' initiating transfer from '[EndOfLink] Path76' into node 'Input@BrightPesajeEntrada'.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,1689.OnEnteredToAssociatedObject,[Begin],Process 'Input@BrightPesajeEntrada.OnEnteredToAssociatedObject' started.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,1689.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@BrightPesajeEntrada.Entered'.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,1689.OnEnteredToAssociatedObject,[Execute] Entered_AddOnProcess,Executing process 'ProcessBright'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Begin],Process 'ProcessBright' started.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > (13 * (120000 / 14))'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 12 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 11 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 10 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 9 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 8 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 7 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 6 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 5 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 4 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'False' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token branching on condition 'InventarioActualBright > 3 * (120000 / 14)'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Decide] Decide1,Token sent to 'True' exit.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[Assign] Assign14,Assigning state variable 'Model.i' the value '4'.
"2052,10488888889",Camion.35005,Model,1412.ProcessBright,[End],Process 'ProcessBright' ended.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,1689.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Camion.35005' initiating transfer from '[Node] Input@BrightPesajeEntrada' into object 'BrightPesajeEntrada'.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,1689.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Camion.35005' initiating transfer from '[Node] Input@BrightPesajeEntrada' into station location 'BrightPesajeEntrada.InputBuffer'.
"2052,10488888889",Camion.35005,BrightPesajeEntrada,1412.OnEnteredInputBuffer,[Begin],Process 'BrightPesajeEntrada.OnEnteredInputBuffer' started.
"2052,10488888889",Camion.35005,BrightPesajeEntrada,1412.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Camion.35005' ending transfer into station 'BrightPesajeEntrada.InputBuffer'.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,61.OnExited,[Begin],Process 'Input@BrightPesajeEntrada.OnExited' started.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,61.OnExited,[Fire] ExitedEvent,Firing event 'Input@BrightPesajeEntrada.Exited'.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,61.OnExited,[End],Process 'Input@BrightPesajeEntrada.OnExited' ended.
"2052,10488888889",Camion.35005,BrightPesajeEntrada,1412.OnEnteredInputBuffer,[Seize] Server,Attempting to seize resource(s) on behalf of object 'Camion.35005'.
"2052,10488888889",Camion.35005,BrightPesajeEntrada,1412.OnEnteredInputBuffer,[Seize] Server,Could not immediately complete resource seize of type ParentObject 'BrightPesajeEntrada'.
"2052,10488888889",Camion.35005,BrightPesajeEntrada,1412.OnEnteredInputBuffer,[Seize] Server,Token waiting at Seize step for completion of one or more resource seizes or move requests.
"2052,10488888889",Camion.35005,Path76,454.OnReachedEnd,[End],Process 'Path76.OnReachedEnd' ended.
"2052,10488888889",Camion.35005,Input@BrightPesajeEntrada,1689.OnEnteredToAssociatedObject,[End],Process 'Input@BrightPesajeEntrada.OnEnteredToAssociatedObject' ended.
"2052,10512149742",GruaBright[1],GruaBright[1],139.OnEnteredFreeSpace,[Travel] DirectToDestination,"Entity 'GruaBright[1]' completed free space travel movement to coordinates 'X=4,23 Y=0 Z=13,27' Meters."
"2052,10512149742",GruaBright[1],GruaBright[1],139.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'GruaBright[1]' setting movement rate to desired ending travel rate '0' Meters per Hour.
"2052,10512149742",GruaBright[1],GruaBright[1],139.OnEnteredFreeSpace,[Transfer] ToDestinationNode,Entity 'GruaBright[1]' initiating transfer from '[FreeSpace] Model' into node 'BasicNode5'.
"2052,10512149742",GruaBright[1],BasicNode5,1689.OnEntered,[Begin],Process 'BasicNode5.OnEntered' started.
"2052,10512149742",GruaBright[1],BasicNode5,1689.OnEntered,[Fire] EnteredEvent,Firing event 'BasicNode5.Entered'.
"2052,10512149742",GruaBright[1],BasicNode5,1689.OnEntered,[VisitNode] Traveler,Executing process 'GruaBright[1].OnVisitingNode'.
"2052,10512149742",GruaBright[1],GruaBright[1],454.OnVisitingNode,[Begin],Process 'GruaBright[1].OnVisitingNode' started.
"2052,10512149742",GruaBright[1],GruaBright[1],454.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
"2052,10512149742",GruaBright[1],GruaBright[1],454.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'False' exit.
"2052,10512149742",GruaBright[1],GruaBright[1],454.OnVisitingNode,[Decide] IfBusy,Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
"2052,10512149742",GruaBright[1],GruaBright[1],454.OnVisitingNode,[Decide] IfBusy,Token sent to 'True' exit.
"2052,10512149742",GruaBright[1],GruaBright[1],454.OnVisitingNode,[Arrive] AtDestination,Entity 'GruaBright[1]' notifying visit request from object 'Camion.35016' that the entity has arrived to node location 'BasicNode5'.
"2052,10512149742",GruaBright[1],GruaBright[1],454.OnVisitingNode,[SelectVisit] ToAcceptedDestination,Entity 'GruaBright[1]' searching its visit request queue containing '0' accepted visit request(s).
